cell_id,state,ahj,project_family,family,issuing_authority,application_authority,authority_tier,handled_by_local_ahj
us-ok-bixby__residential__residential_building_construction_alteration_or_inspection__building,OK,Bixby,residential_remodel,building,Permit office,Permit office,local,True
us-ok-broken_arrow__commercial__commercial_tenant_improvement__building,OK,Broken Arrow,commercial_tenant_improvement,building,City of Broken Arrow Community Development,City of Broken Arrow Community Development,local,True
us-ok-catoosa__commercial__commercial_tenant_improvement__building,OK,Catoosa,commercial_tenant_improvement,building,City of Catoosa - Building Department,City of Catoosa - Building Department,local,True
us-ok-chickasha__commercial__commercial_tenant_improvement__building,OK,Chickasha,commercial_tenant_improvement,building,City of Chickasha - Community Development,City of Chickasha - Community Development,local,True
us-ok-claremore__commercial__commercial_tenant_improvement__building,OK,Claremore,commercial_tenant_improvement,building,City of Claremore - Development Services,City of Claremore - Development Services,local,True
us-ok-collinsville__commercial__commercial_tenant_improvement__building,OK,Collinsville,commercial_tenant_improvement,building,City of Collinsville - Building Department,City of Collinsville - Building Department,local,True
us-ok-del_city__commercial__commercial_tenant_improvement__building,OK,Del City,commercial_tenant_improvement,building,City of Del City - Building Department,City of Del City - Building Department,local,True
us-ok-edmond__commercial__commercial_tenant_improvement__building,OK,Edmond,commercial_tenant_improvement,building,City of Edmond Department of Building & Safety,City of Edmond Department of Building & Safety,local,True
us-ok-el_reno__commercial__commercial_tenant_improvement__building,OK,El Reno,commercial_tenant_improvement,building,City of El Reno - Planning and Building,City of El Reno - Planning and Building,local,True
us-ok-el_reno__commercial__commercial_tenant_improvement__building,OK,El Reno,commercial_tenant_improvement,zoning,City of El Reno - Planning and Building,City of El Reno - Planning and Building,local,True
us-ok-elk_city__commercial__commercial_tenant_improvement__building,OK,Elk City,commercial_tenant_improvement,building,City of Elk City - Permits and Inspections,City of Elk City - Permits and Inspections,local,True
us-ok-enid__commercial__commercial_tenant_improvement__building,OK,Enid,commercial_tenant_improvement,building,City of Enid Community Development / Code Administration,City of Enid Community Development / Code Administration,local,True
us-ok-guthrie__commercial__commercial_tenant_improvement__building,OK,Guthrie,commercial_tenant_improvement,building,City of Guthrie - Planning Department,City of Guthrie - Planning Department,local,True
us-ok-jenks__commercial__commercial_tenant_improvement__building,OK,Jenks,commercial_tenant_improvement,building,City of Jenks - Community Development,City of Jenks - Community Development,local,True
us-ok-lawton__commercial__commercial_tenant_improvement__building,OK,Lawton,commercial_tenant_improvement,building,City of Lawton License and Permits Division,City of Lawton License and Permits Division,local,True
us-ok-mcalester__commercial__commercial_tenant_improvement__building,OK,Mcalester,commercial_tenant_improvement,building,City of McAlester - Community Development,City of McAlester - Community Development,local,True
us-ok-midwest_city__commercial__commercial_tenant_improvement__building,OK,Midwest City,commercial_tenant_improvement,building,City of Midwest City Engineering and Construction Services Department,City of Midwest City Engineering and Construction Services Department,local,True
us-ok-moore__commercial__commercial_tenant_improvement__building,OK,Moore,commercial_tenant_improvement,building,City of Moore Planning and Development / Inspections Department,City of Moore Planning and Development / Inspections Department,local,True
us-ok-muskogee__commercial__commercial_tenant_improvement__building,OK,Muskogee,commercial_tenant_improvement,building,City of Muskogee Building Inspections Department,City of Muskogee Building Inspections Department,local,True
us-ok-mustang__commercial__commercial_tenant_improvement__building,OK,Mustang,commercial_tenant_improvement,building,City of Mustang - Community Development,City of Mustang - Community Development,local,True
us-ok-newcastle__commercial__commercial_tenant_improvement__building,OK,Newcastle,commercial_tenant_improvement,building,City of Newcastle - Planning and Zoning,City of Newcastle - Planning and Zoning,local,True
us-ok-nichols_hills__commercial__commercial_tenant_improvement__building,OK,Nichols Hills,commercial_tenant_improvement,building,City of Nichols Hills - Building Inspections and Code Enforcement,City of Nichols Hills - Building Inspections and Code Enforcement,local,True
us-ok-norman__commercial__commercial_tenant_improvement__building,OK,Norman,commercial_tenant_improvement,building,City of Norman Development Services,City of Norman Development Services,local,True
us-ok-oklahoma_city__commercial__commercial_tenant_improvement__building,OK,Oklahoma City,commercial_tenant_improvement,building,City of Oklahoma City Development Services,City of Oklahoma City Development Services,local,True
us-ok-oklahoma_county__commercial__commercial_tenant_improvement__building,OK,Oklahoma County,commercial_tenant_improvement,building,Oklahoma County - Planning Commission,Oklahoma County - Planning Commission,county,True
us-ok-okmulgee__commercial__commercial_tenant_improvement__building,OK,Okmulgee,commercial_tenant_improvement,building,City of Okmulgee - Licenses and Permits,City of Okmulgee - Licenses and Permits,local,True
us-ok-owasso__commercial__commercial_tenant_improvement__building,OK,Owasso,commercial_tenant_improvement,building,City of Owasso Community Development Building Division,City of Owasso Community Development Building Division,local,True
us-ok-ponca_city__commercial__commercial_tenant_improvement__building,OK,Ponca City,commercial_tenant_improvement,building,City of Ponca City Building Services Division,City of Ponca City Building Services Division,local,True
us-ok-pryor_creek__commercial__commercial_tenant_improvement__building,OK,Pryor Creek,commercial_tenant_improvement,building,City of Pryor Creek - Community Development,City of Pryor Creek - Community Development,local,True
us-ok-rogers_county__commercial__commercial_tenant_improvement__building,OK,Rogers County,commercial_tenant_improvement,building,Rogers County - Planning Commission / Building & Code Enforcement,Rogers County - Planning Commission / Building & Code Enforcement,county,True
us-ok-sapulpa__commercial__commercial_tenant_improvement__building,OK,Sapulpa,commercial_tenant_improvement,building,City of Sapulpa - Forms and Permits,City of Sapulpa - Forms and Permits,local,True
us-ok-shawnee__commercial__commercial_tenant_improvement__building,OK,Shawnee,commercial_tenant_improvement,building,City of Shawnee Building Inspections / Community Development,City of Shawnee Building Inspections / Community Development,local,True
us-ok-skiatook__commercial__commercial_tenant_improvement__building,OK,Skiatook,commercial_tenant_improvement,building,City of Skiatook - Building Department,City of Skiatook - Building Department,local,True
us-ok-stillwater__commercial__commercial_tenant_improvement__building,OK,Stillwater,commercial_tenant_improvement,building,City of Stillwater Development Services,City of Stillwater Development Services,local,True
us-ok-tahlequah__commercial__commercial_tenant_improvement__building,OK,Tahlequah,commercial_tenant_improvement,building,City of Tahlequah - Building Permits and Inspections,City of Tahlequah - Building Permits and Inspections,local,True
us-ok-tecumseh__commercial__commercial_tenant_improvement__building,OK,Tecumseh,commercial_tenant_improvement,building,City of Tecumseh - Code Enforcement and Building,City of Tecumseh - Code Enforcement and Building,local,True
us-ok-tulsa__commercial__commercial_tenant_improvement__building,OK,Tulsa,commercial_tenant_improvement,building,Tulsa,Tulsa,local,True
us-ok-tulsa_county__commercial__commercial_tenant_improvement__building,OK,Tulsa County,commercial_tenant_improvement,building,Tulsa County,Tulsa County,local,True
us-ok-wagoner_county__residential__residential_building_construction_alteration_or_inspection__building,OK,Wagoner County,residential_remodel,building,Permit office,Permit office,local,True
us-ok-warr_acres__commercial__commercial_tenant_improvement__building,OK,Warr Acres,commercial_tenant_improvement,building,City of Warr Acres - Building Department,City of Warr Acres - Building Department,local,True
us-ok-weatherford__commercial__commercial_tenant_improvement__building,OK,Weatherford,commercial_tenant_improvement,building,City of Weatherford - Building Permits,City of Weatherford - Building Permits,local,True
us-ok-yukon__commercial__commercial_tenant_improvement__building,OK,Yukon,commercial_tenant_improvement,building,City of Yukon - Building Permits,City of Yukon - Building Permits,local,True
us-or-albany__commercial__commercial_tenant_improvement__building,OR,Albany,commercial_tenant_improvement,building,Albany local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-beaverton__commercial__commercial_tenant_improvement__building,OR,Beaverton,commercial_tenant_improvement,building,Beaverton local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-bend__commercial__commercial_tenant_improvement__building,OR,Bend,commercial_tenant_improvement,building,Bend local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-benton_county__residential__residential_building_construction_alteration_or_inspection__building,OR,Benton County,residential_remodel,building,Permit office,Permit office,local,True
us-or-canby__commercial__commercial_tenant_improvement__building,OR,Canby,commercial_tenant_improvement,building,Clackamas County Building Codes Division,Clackamas County Building Codes Division,delegated_county,True
us-or-clackamas_county__commercial__commercial_tenant_improvement__building,OR,Clackamas County,commercial_tenant_improvement,building,Clackamas County Building Codes Program,Clackamas County Building Codes Program,county,True
us-or-columbia_county__residential__residential_building_construction_alteration_or_inspection__building,OR,Columbia County,residential_remodel,building,Columbia County Land Development Services,Columbia County Land Development Services,county,True
us-or-coos_county__commercial__commercial_tenant_improvement__building,OR,Coos County,commercial_tenant_improvement,building,Coos County Building Department,Coos County Building Department,county,True
us-or-corvallis__commercial__commercial_tenant_improvement__building,OR,Corvallis,commercial_tenant_improvement,building,City of Corvallis Development Services,City of Corvallis Development Services / online permitting portal,city_development_services_with_statewide_code_administration,True
us-or-deschutes_county__residential__residential_building_construction_alteration_or_inspection__building,OR,Deschutes County,residential_remodel,building,Deschutes County Community Development Building Division,Deschutes County Community Development Building Division,county,True
us-or-douglas_county__commercial__commercial_tenant_improvement__building,OR,Douglas County,commercial_tenant_improvement,building,Douglas County Building Department,Douglas County Building Department,county,True
us-or-estacada__commercial__commercial_tenant_improvement__building,OR,Estacada,commercial_tenant_improvement,building,City of Estacada Building Division,City of Estacada Building Division,local,True
us-or-eugene__commercial__commercial_tenant_improvement__building,OR,Eugene,commercial_tenant_improvement,building,Eugene local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-fairview__commercial__commercial_tenant_improvement__building,OR,Fairview,commercial_tenant_improvement,building,City of Fairview Building Department,City of Fairview Building Department,local,True
us-or-forest_grove__commercial__commercial_tenant_improvement__building,OR,Forest Grove,commercial_tenant_improvement,building,City of Forest Grove Building Department,City of Forest Grove Building Department,local,True
us-or-gladstone__commercial__commercial_tenant_improvement__building,OR,Gladstone,commercial_tenant_improvement,building,Clackamas County Building Codes Division,Clackamas County Building Codes Division,delegated_county,True
us-or-grants_pass__commercial__commercial_tenant_improvement__building,OR,Grants Pass,commercial_tenant_improvement,building,City of Grants Pass Building Division,City of Grants Pass Building Division,local,True
us-or-gresham__commercial__commercial_tenant_improvement__building,OR,Gresham,commercial_tenant_improvement,building,Gresham local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-happy_valley__commercial__commercial_tenant_improvement__building,OR,Happy Valley,commercial_tenant_improvement,building,City of Happy Valley Building Division,City of Happy Valley Building Division,local_with_official_linked_apply_portal,True
us-or-jackson_county__residential__residential_building_construction_alteration_or_inspection__building,OR,Jackson County,residential_remodel,building,Jackson County Development Services Building Division,Jackson County Development Services Building Division,county,True
us-or-josephine_county__commercial__commercial_tenant_improvement__building,OR,Josephine County,commercial_tenant_improvement,building,Josephine County Building Safety,Josephine County Building Safety,county,True
us-or-keizer__commercial__commercial_tenant_improvement__building,OR,Keizer,commercial_tenant_improvement,building,City of Keizer / Marion County building permit process,City of Keizer / Marion County building permit process,city_county_partner,True
us-or-klamath_county__residential__residential_building_construction_alteration_or_inspection__building,OR,Klamath County,residential_remodel,building,Klamath County Building Division,Klamath County Building Division,county,True
us-or-lafayette__commercial__commercial_tenant_improvement__building,OR,Lafayette,commercial_tenant_improvement,building,City of Lafayette Building Department,City of Lafayette Building Department,local,True
us-or-lane_county__commercial__commercial_tenant_improvement__building,OR,Lane County,commercial_tenant_improvement,building,Lane County,Lane County,local,True
us-or-lincoln_county__residential__residential_building_construction_alteration_or_inspection__building,OR,Lincoln County,residential_remodel,building,Lincoln County Building Department,Lincoln County Building Department,county,True
us-or-linn_county__commercial__commercial_tenant_improvement__building,OR,Linn County,commercial_tenant_improvement,building,Linn County Building Department,Linn County Building Department,county,True
us-or-linn_county__commercial__commercial_tenant_improvement__building,OR,Linn County,commercial_tenant_improvement,occupancy,Linn County Building Department,Linn County Building Department,county,True
us-or-marion_county__residential__residential_building_construction_alteration_or_inspection__building,OR,Marion County,residential_remodel,building,Marion County Building Inspection Division,Marion County Building Inspection Division,county,True
us-or-mcminnville__commercial__commercial_tenant_improvement__building,OR,Mcminnville,commercial_tenant_improvement,building,Oregon ePermitting / participating local building department,Oregon ePermitting / participating local building department,delegated,True
us-or-medford__commercial__commercial_tenant_improvement__building,OR,Medford,commercial_tenant_improvement,building,Medford local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-milwaukie__commercial__commercial_tenant_improvement__building,OR,Milwaukie,commercial_tenant_improvement,building,Clackamas County Building Codes Division,Clackamas County Building Codes Division,delegated_county,True
us-or-molalla__commercial__commercial_tenant_improvement__building,OR,Molalla,commercial_tenant_improvement,building,City of Molalla / Clackamas County building permit process,City of Molalla / Clackamas County building permit process,city_county_partner,True
us-or-newberg__commercial__commercial_tenant_improvement__building,OR,Newberg,commercial_tenant_improvement,building,City of Newberg Building Division,City of Newberg Building Division,local,True
us-or-polk_county__commercial__commercial_tenant_improvement__building,OR,Polk County,commercial_tenant_improvement,building,Polk County Building Division,Polk County Building Division,county,True
us-or-portland__commercial__commercial_tenant_improvement__building,OR,Portland,commercial_tenant_improvement,building,Portland local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-redmond__commercial__commercial_tenant_improvement__building,OR,Redmond,commercial_tenant_improvement,building,Redmond local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-redmond__commercial__commercial_tenant_improvement__building,OR,Redmond,commercial_tenant_improvement,occupancy,Redmond local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-salem__commercial__commercial_tenant_improvement__building,OR,Salem,commercial_tenant_improvement,building,Salem local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-sandy__commercial__commercial_tenant_improvement__building,OR,Sandy,commercial_tenant_improvement,building,Clackamas County Building Codes Division,Clackamas County Building Codes Division,delegated_county,True
us-or-sherwood__commercial__commercial_tenant_improvement__building,OR,Sherwood,commercial_tenant_improvement,building,City of Sherwood Building Division,City of Sherwood Building Division,local,True
us-or-springfield__commercial__commercial_tenant_improvement__building,OR,Springfield,commercial_tenant_improvement,building,Springfield local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-tigard__commercial__commercial_tenant_improvement__building,OR,Tigard,commercial_tenant_improvement,building,Tigard local building department listed by Oregon Building Codes Division,Oregon ePermitting / participating local building department,delegated,True
us-or-tualatin__commercial__commercial_tenant_improvement__building,OR,Tualatin,commercial_tenant_improvement,building,City of Tualatin Building Division,City of Tualatin for structural/mechanical/plumbing; Washington County for electrical permits per Oregon BCD LBDD,mixed,True
us-or-west_linn__commercial__commercial_tenant_improvement__building,OR,West Linn,commercial_tenant_improvement,building,City of West Linn Building Division,City of West Linn Building Division,local,True
us-or-wilsonville__commercial__commercial_tenant_improvement__building,OR,Wilsonville,commercial_tenant_improvement,building,City of Wilsonville Building Division,City of Wilsonville Building Division,local,True
us-or-woodburn__commercial__commercial_tenant_improvement__building,OR,Woodburn,commercial_tenant_improvement,building,Woodburn,Woodburn,local,True
us-pa-abington_twp__residential__kitchen_bath_remodel__building,PA,Abington Twp,residential_remodel,building,Abington Township Fire and Code Services Department,Abington Township Fire and Code Services Department,local,True
us-pa-allentown__commercial__commercial_tenant_improvement__building,PA,Allentown,commercial_tenant_improvement,building,City of Allentown Bureau of Building Standards and Safety,City of Allentown Bureau of Building Standards and Safety,local,True
us-pa-altoona__commercial__commercial_tenant_improvement__building,PA,Altoona,commercial_tenant_improvement,building,City of Altoona Codes and Inspections Department,City of Altoona Codes and Inspections Department,local,True
us-pa-bensalem_twp__commercial__commercial_tenant_improvement__building,PA,Bensalem Twp,commercial_tenant_improvement,building,Bensalem Township Building and Planning Department,Bensalem Township Building and Planning Department,local,True
us-pa-bethel_park__commercial__commercial_tenant_improvement__building,PA,Bethel Park,commercial_tenant_improvement,building,Borough of Bethel Park Community Development Department,Borough of Bethel Park Community Development Department,local,True
us-pa-bethlehem__commercial__commercial_tenant_improvement__building,PA,Bethlehem,commercial_tenant_improvement,building,City of Bethlehem Department of Code Enforcement,City of Bethlehem Department of Code Enforcement,local,True
us-pa-bristol_twp_bucks__commercial__commercial_tenant_improvement__building,PA,Bristol Twp Bucks,commercial_tenant_improvement,building,Bristol Township Bucks County Building Department,Bristol Township Bucks County Building Department,local,True
us-pa-carlisle_boro__commercial__commercial_tenant_improvement__building,PA,Carlisle Boro,commercial_tenant_improvement,building,Borough of Carlisle Planning and Code Enforcement,Borough of Carlisle Planning and Code Enforcement,municipal_primary_ucc_ahj,True
us-pa-chambersburg_boro__commercial__commercial_tenant_improvement__building,PA,Chambersburg Boro,commercial_tenant_improvement,building,Borough of Chambersburg Planning and Code Enforcement,Borough of Chambersburg Planning and Code Enforcement,municipal_primary_ucc_ahj,True
us-pa-cheltenham_twp__commercial__commercial_tenant_improvement__building,PA,Cheltenham Twp,commercial_tenant_improvement,building,"Cheltenham Township Building, Zoning, & Codes",Cheltenham Township Building and Codes Department / Planning and Zoning Department,local,True
us-pa-derry_twp_dauphin__commercial__commercial_tenant_improvement__building,PA,Derry Twp Dauphin,commercial_tenant_improvement,building,Derry Township Community Development Department,Derry Township Community Development Department,local,True
us-pa-erie__commercial__commercial_tenant_improvement__building,PA,Erie,commercial_tenant_improvement,building,Erie,City of Erie Code Enforcement Department,local,True
us-pa-falls_twp_bucks__commercial__commercial_tenant_improvement__building,PA,"Falls Township, Bucks County",commercial_tenant_improvement,building,Falls Township Code Enforcement & Zoning / Building Department,Falls Township Code Enforcement & Zoning / Building Department,municipal_primary_ucc_ahj,True
us-pa-harrisburg__commercial__commercial_tenant_improvement__building,PA,Harrisburg,commercial_tenant_improvement,building,City of Harrisburg Bureau of Codes,City of Harrisburg Bureau of Codes,local,True
us-pa-haverford_twp__commercial__commercial_tenant_improvement__building,PA,Haverford Twp,commercial_tenant_improvement,building,Haverford Twp,Haverford Twp,local,True
us-pa-hazleton_city__commercial__commercial_tenant_improvement__building,PA,Hazleton City,commercial_tenant_improvement,building,City of Hazleton Permits and Zoning,City of Hazleton Permits and Zoning,municipal_primary_ucc_ahj,True
us-pa-horsham_twp__commercial__commercial_tenant_improvement__building,PA,Horsham Twp,commercial_tenant_improvement,building,Horsham Twp,Horsham Twp,local,True
us-pa-lancaster_city__commercial__commercial_tenant_improvement__building,PA,Lancaster City,commercial_tenant_improvement,building,City of Lancaster Bureau of Building Code Administration,City of Lancaster Bureau of Building Code Administration,local,True
us-pa-lower_merion_twp__commercial__commercial_tenant_improvement__building,PA,Lower Merion Twp,commercial_tenant_improvement,building,Lower Merion Township Building and Planning Department,Lower Merion Township Building and Planning Department,local,True
us-pa-lower_merion_twp__commercial__commercial_tenant_improvement__building,PA,Lower Merion Twp,commercial_tenant_improvement,zoning,Lower Merion Township Building and Planning Department,Lower Merion Township Building and Planning Department,local,True
us-pa-manheim_twp_lancaster__commercial__commercial_tenant_improvement__building,PA,Manheim Twp Lancaster,commercial_tenant_improvement,building,Manheim Twp Lancaster,Manheim Twp Lancaster,local,True
us-pa-manor_twp_lancaster__commercial__commercial_tenant_improvement__building,PA,Manor Twp Lancaster,commercial_tenant_improvement,building,Manor Township Lancaster County Building Department,Manor Township Lancaster County Building Department,municipal_primary_ucc_ahj,True
us-pa-manor_twp_lancaster__commercial__commercial_tenant_improvement__building,PA,Manor Twp Lancaster,commercial_tenant_improvement,zoning,Manor Township Lancaster County Building Department,Manor Township Lancaster County Building Department,municipal_primary_ucc_ahj,True
us-pa-mccandless_twp__commercial__commercial_tenant_improvement__building,PA,Mccandless Twp,commercial_tenant_improvement,building,Town of McCandless Building and Planning Department,Town of McCandless Building and Planning Department,local,True
us-pa-middletown_twp_bucks__commercial__commercial_tenant_improvement__building,PA,Middletown Twp Bucks,commercial_tenant_improvement,building,Middletown Township Bucks County Building Department,Middletown Township Bucks County Building Department,municipal_primary_ucc_ahj,True
us-pa-middletown_twp_bucks__commercial__commercial_tenant_improvement__building,PA,Middletown Twp Bucks,commercial_tenant_improvement,fire,Middletown Township Bucks County Building Department,Middletown Township Bucks County Building Department,municipal_primary_ucc_ahj,True
us-pa-middletown_twp_bucks__commercial__commercial_tenant_improvement__building,PA,Middletown Twp Bucks,commercial_tenant_improvement,mechanical,Middletown Township Bucks County Building Department,Middletown Township Bucks County Building Department,municipal_primary_ucc_ahj,True
us-pa-middletown_twp_bucks__commercial__commercial_tenant_improvement__building,PA,Middletown Twp Bucks,commercial_tenant_improvement,occupancy,Middletown Township Bucks County Building Department,Middletown Township Bucks County Building Department,municipal_primary_ucc_ahj,True
us-pa-middletown_twp_bucks__commercial__commercial_tenant_improvement__building,PA,Middletown Twp Bucks,commercial_tenant_improvement,plumbing,Middletown Township Bucks County Building Department,Middletown Township Bucks County Building Department,municipal_primary_ucc_ahj,True
us-pa-middletown_twp_bucks__commercial__commercial_tenant_improvement__building,PA,Middletown Twp Bucks,commercial_tenant_improvement,zoning,Middletown Township Bucks County Building Department,Middletown Township Bucks County Building Department,municipal_primary_ucc_ahj,True
us-pa-monroeville_boro__commercial__commercial_tenant_improvement__building,PA,Monroeville Boro,commercial_tenant_improvement,building,Municipality of Monroeville Building Department,Municipality of Monroeville Building Department,municipal_primary_ucc_ahj,True
us-pa-mt_lebanon_twp__commercial__commercial_tenant_improvement__building,PA,Mt Lebanon Twp,commercial_tenant_improvement,building,Mt. Lebanon Township Inspections Department,Mt. Lebanon Township Inspections Department,local,True
us-pa-penn_hills_twp__commercial__commercial_tenant_improvement__building,PA,Penn Hills Twp,commercial_tenant_improvement,building,Municipality of Penn Hills Code Enforcement Department,Municipality of Penn Hills Code Enforcement Department,local_with_plumbing_delegation_to_county_health_department,True
us-pa-penn_hills_twp__commercial__commercial_tenant_improvement__building,PA,Penn Hills Twp,commercial_tenant_improvement,electrical,Municipality of Penn Hills Code Enforcement Department,Municipality of Penn Hills Code Enforcement Department,local_with_plumbing_delegation_to_county_health_department,True
us-pa-penn_hills_twp__commercial__commercial_tenant_improvement__building,PA,Penn Hills Twp,commercial_tenant_improvement,fire,Municipality of Penn Hills Code Enforcement Department,Municipality of Penn Hills Code Enforcement Department,local_with_plumbing_delegation_to_county_health_department,True
us-pa-penn_hills_twp__commercial__commercial_tenant_improvement__building,PA,Penn Hills Twp,commercial_tenant_improvement,mechanical,Municipality of Penn Hills Code Enforcement Department,Municipality of Penn Hills Code Enforcement Department,local_with_plumbing_delegation_to_county_health_department,True
us-pa-philadelphia__commercial__commercial_tenant_improvement__building,PA,Philadelphia,commercial_tenant_improvement,building,Philadelphia Department of Licenses and Inspections,Philadelphia Department of Licenses and Inspections,local,True
us-pa-philadelphia__commercial__commercial_tenant_improvement__building,PA,Philadelphia,commercial_tenant_improvement,electrical,Philadelphia Department of Licenses and Inspections,Philadelphia Department of Licenses and Inspections,local,True
us-pa-philadelphia__commercial__commercial_tenant_improvement__building,PA,Philadelphia,commercial_tenant_improvement,fire,Philadelphia Department of Licenses and Inspections,Philadelphia Department of Licenses and Inspections,local,True
us-pa-philadelphia__commercial__commercial_tenant_improvement__building,PA,Philadelphia,commercial_tenant_improvement,mechanical,Philadelphia Department of Licenses and Inspections,Philadelphia Department of Licenses and Inspections,local,True
us-pa-philadelphia__commercial__commercial_tenant_improvement__building,PA,Philadelphia,commercial_tenant_improvement,plumbing,Philadelphia Department of Licenses and Inspections,Philadelphia Department of Licenses and Inspections,local,True
us-pa-pittsburgh__commercial__commercial_tenant_improvement__building,PA,Pittsburgh,commercial_tenant_improvement,building,"City of Pittsburgh Department of Permits, Licenses and Inspections","City of Pittsburgh Department of Permits, Licenses and Inspections",local,True
us-pa-plum_boro__commercial__commercial_tenant_improvement__building,PA,Plum Boro,commercial_tenant_improvement,building,Borough of Plum Community Development Department,Borough of Plum Community Development Department,local,True
us-pa-plum_boro__commercial__commercial_tenant_improvement__building,PA,Plum Boro,commercial_tenant_improvement,electrical,Borough of Plum Community Development Department,Borough of Plum Community Development Department,local,True
us-pa-plum_boro__commercial__commercial_tenant_improvement__building,PA,Plum Boro,commercial_tenant_improvement,mechanical,Borough of Plum Community Development Department,Borough of Plum Community Development Department,local,True
us-pa-plum_boro__commercial__commercial_tenant_improvement__building,PA,Plum Boro,commercial_tenant_improvement,occupancy,Borough of Plum Community Development Department,Borough of Plum Community Development Department,local,True
us-pa-reading__commercial__commercial_tenant_improvement__building,PA,Reading,commercial_tenant_improvement,building,Reading,Reading,local,True
us-pa-ridley_twp__commercial__commercial_tenant_improvement__building,PA,Ridley Twp,commercial_tenant_improvement,building,Ridley Township Building and Zoning Department,Ridley Township Building and Zoning Department,municipal_primary_ucc_ahj,True
us-pa-ross_twp__commercial__commercial_tenant_improvement__building,PA,Ross Twp,commercial_tenant_improvement,building,Ross Township Building Department,Ross Township Building Department,local,True
us-pa-scranton__commercial__commercial_tenant_improvement__building,PA,Scranton,commercial_tenant_improvement,building,City of Scranton Bureau of Code Enforcement,City of Scranton Bureau of Code Enforcement,local,True
us-pa-shaler_twp__commercial__commercial_tenant_improvement__building,PA,Shaler Twp,commercial_tenant_improvement,building,Shaler Township Building and Zoning Department,Shaler Township Building and Zoning Department,local,True
us-pa-south_whitehall_twp__commercial__commercial_tenant_improvement__building,PA,South Whitehall Twp,commercial_tenant_improvement,building,South Whitehall Township Community Development Department,South Whitehall Township Community Development Department,local,True
us-pa-springettsbury_twp__commercial__commercial_tenant_improvement__building,PA,Springettsbury Twp,commercial_tenant_improvement,building,Springettsbury Township York County Building Department,Springettsbury Township York County Building Department,municipal_primary_ucc_ahj,True
us-pa-springfield_twp_delaware__commercial__commercial_tenant_improvement__building,PA,Springfield Twp Delaware,commercial_tenant_improvement,building,Springfield Twp Delaware,Springfield Twp Delaware,local,True
us-pa-susquehanna_twp_dauphin__commercial__commercial_tenant_improvement__building,PA,Susquehanna Twp Dauphin,commercial_tenant_improvement,building,Susquehanna Township Building and Zoning Department,Susquehanna Township Building and Zoning Department,municipal_primary_ucc_ahj,True
us-pa-tredyffrin_twp__commercial__commercial_tenant_improvement__building,PA,Tredyffrin Twp,commercial_tenant_improvement,building,Tredyffrin Twp,Tredyffrin Township Building and Zoning Department,local,True
us-pa-upper_darby_twp__commercial__commercial_tenant_improvement__building,PA,Upper Darby Twp,commercial_tenant_improvement,building,Upper Darby Township License and Inspections Department,Upper Darby Township License and Inspections Department,local,True
us-pa-upper_st_clair_twp__commercial__commercial_tenant_improvement__building,PA,Upper St Clair Twp,commercial_tenant_improvement,building,Upper St. Clair Township Building Department,Upper St. Clair Township Building Department,municipal_primary_ucc_ahj,True
us-pa-upper_st_clair_twp__commercial__commercial_tenant_improvement__building,PA,Upper St Clair Twp,commercial_tenant_improvement,zoning,Upper St. Clair Township Building Department,Upper St. Clair Township Building Department,municipal_primary_ucc_ahj,True
us-pa-wilkes_barre__commercial__commercial_tenant_improvement__building,PA,Wilkes Barre,commercial_tenant_improvement,building,City of Wilkes-Barre Code Enforcement,City of Wilkes-Barre Code Enforcement,local,True
us-pa-williamsport_city__commercial__commercial_tenant_improvement__building,PA,Williamsport City,commercial_tenant_improvement,building,City of Williamsport Code Administration,City of Williamsport Code Administration,municipal_primary_ucc_ahj,True
us-pa-york_city__commercial__commercial_tenant_improvement__building,PA,York City,commercial_tenant_improvement,building,City of York Bureau of Permits and Inspections,City of York Bureau of Permits and Inspections,local,True
us-ri-barrington__commercial__commercial_tenant_improvement__building,RI,Barrington,commercial_tenant_improvement,building,Town of Barrington Building and Zoning Office,Town of Barrington Building and Zoning Office / Rhode Island electronic construction permitting,local,True
us-ri-bristol__commercial__commercial_tenant_improvement__building,RI,Bristol,commercial_tenant_improvement,building,Town of Bristol Building Official,Rhode Island electronic construction permitting / Town of Bristol Building Official,local,True
us-ri-burrillville__commercial__commercial_tenant_improvement__building,RI,Burrillville,commercial_tenant_improvement,building,Town of Burrillville Building Official,Rhode Island electronic construction permitting / Town of Burrillville Building Official,local,True
